split,filename,domain,lhs_class,rhs_class,lhs_area,rhs_area,violation_ratio,objects_in_image,lhs_bbox_index,rhs_bbox_index,review_reason
train,DAMIMAS_A21B_0498_1.jpg,DAMIMAS,B3,B4,7923,10474,1.322,7,4,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0007_3.jpg,DAMIMAS,B2,B3,9396,12419,1.322,6,2,4,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0636_4.jpg,DAMIMAS,B2,B3,51313,67816,1.322,5,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0384_4.jpg,DAMIMAS,B1,B2,16389,21644,1.321,6,1,0,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0384_2.jpg,DAMIMAS,B2,B4,5769,7618,1.320,6,5,2,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0820_6.jpg,DAMIMAS,B2,B3,9245,12208,1.320,7,0,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0834_5.jpg,DAMIMAS,B3,B4,21997,29039,1.320,7,4,1,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0321_4.jpg,DAMIMAS,B2,B3,15999,21119,1.320,5,1,3,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0475_2.jpg,DAMIMAS,B3,B4,4264,5627,1.320,5,4,2,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0128_4.jpg,DAMIMAS,B2,B3,10065,13280,1.319,4,2,3,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0618_1.jpg,DAMIMAS,B2,B3,25387,33494,1.319,5,1,3,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0518_2.jpg,DAMIMAS,B3,B4,7315,9651,1.319,8,1,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0501_2.jpg,DAMIMAS,B2,B3,9195,12129,1.319,7,1,6,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0222_4.jpg,DAMIMAS,B3,B4,6384,8417,1.318,7,3,5,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0259_1.jpg,DAMIMAS,B2,B3,5577,7350,1.318,5,4,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0668_2.jpg,DAMIMAS,B3,B4,8613,11351,1.318,7,3,4,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0516_4.jpg,DAMIMAS,B2,B4,8441,11123,1.318,3,1,0,B2 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0398_1.jpg,DAMIMAS,B2,B3,15677,20653,1.317,7,2,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0154_1.jpg,DAMIMAS,B3,B4,8020,10565,1.317,6,3,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0579_1.jpg,DAMIMAS,B2,B3,5886,7752,1.317,9,7,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0032_1.jpg,DAMIMAS,B1,B3,11946,15730,1.317,5,0,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0571_3.jpg,DAMIMAS,B1,B2,15449,20342,1.317,6,0,5,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0367_3.jpg,DAMIMAS,B2,B3,2524,3323,1.317,4,2,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0292_2.jpg,DAMIMAS,B2,B4,15324,20173,1.316,7,1,5,B2 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0713_3.jpg,DAMIMAS,B1,B3,67116,88340,1.316,4,0,3,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0098_4.jpg,DAMIMAS,B3,B4,4851,6385,1.316,5,4,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0335_1.jpg,DAMIMAS,B1,B2,7124,9373,1.316,4,0,3,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0045_3.jpg,DAMIMAS,B2,B3,13102,17239,1.316,7,0,2,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0392_1.jpg,DAMIMAS,B1,B2,27372,36008,1.316,6,1,0,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0768_4.jpg,DAMIMAS,B1,B3,11182,14708,1.315,4,1,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0659_1.jpg,DAMIMAS,B3,B4,6492,8538,1.315,6,2,5,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0502_1.jpg,DAMIMAS,B3,B4,3338,4388,1.315,7,1,5,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0319_1.jpg,DAMIMAS,B2,B3,7909,10395,1.314,3,0,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0354_1.jpg,DAMIMAS,B3,B4,985,1294,1.314,9,7,8,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0544_2.jpg,DAMIMAS,B1,B3,18464,24261,1.314,5,0,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0350_2.jpg,DAMIMAS,B2,B3,8071,10603,1.314,3,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0841_7.jpg,DAMIMAS,B1,B3,14268,18743,1.314,2,0,1,B1 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0657_1.jpg,DAMIMAS,B2,B4,15816,20772,1.313,7,1,3,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0526_3.jpg,DAMIMAS,B3,B4,7666,10068,1.313,5,3,2,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0713_4.jpg,DAMIMAS,B2,B3,56573,74286,1.313,5,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0681_3.jpg,DAMIMAS,B3,B4,24616,32323,1.313,7,5,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0770_1.jpg,DAMIMAS,B2,B3,21251,27899,1.313,4,2,0,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0390_2.jpg,DAMIMAS,B3,B4,6639,8714,1.313,8,6,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0437_3.jpg,DAMIMAS,B3,B4,5702,7483,1.312,7,6,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0169_4.jpg,DAMIMAS,B3,B4,6186,8118,1.312,7,3,4,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0748_4.jpg,DAMIMAS,B3,B4,10094,13246,1.312,6,1,5,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0470_4.jpg,DAMIMAS,B2,B3,7370,9670,1.312,6,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0044_4.jpg,DAMIMAS,B1,B2,15158,19890,1.312,4,2,0,B1 lebih kecil dari B2 dalam gambar yang sama
val,LONSUM_A21A_0054_3.jpg,LONSUM,B1,B2,10068,13211,1.312,4,3,2,B1 lebih kecil dari B2 dalam gambar yang sama
test,DAMIMAS_A21B_0411_4.jpg,DAMIMAS,B1,B2,5350,7019,1.312,7,3,2,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0148_1.jpg,DAMIMAS,B3,B4,11439,15006,1.312,5,2,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0429_4.jpg,DAMIMAS,B2,B4,8439,11070,1.312,9,8,5,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0109_2.jpg,DAMIMAS,B2,B3,18522,24294,1.312,4,3,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0352_1.jpg,DAMIMAS,B1,B2,8969,11763,1.312,6,0,3,B1 lebih kecil dari B2 dalam gambar yang sama
val,DAMIMAS_A21B_0703_1.jpg,DAMIMAS,B1,B3,48713,63891,1.312,6,0,5,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0679_4.jpg,DAMIMAS,B3,B4,17078,22400,1.312,6,5,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0527_3.jpg,DAMIMAS,B2,B3,6861,8998,1.311,4,1,0,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0640_2.jpg,DAMIMAS,B2,B3,30110,39479,1.311,6,5,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0823_5.jpg,DAMIMAS,B3,B4,11279,14786,1.311,7,4,6,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0384_3.jpg,DAMIMAS,B1,B2,6315,8278,1.311,7,0,5,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0634_2.jpg,DAMIMAS,B1,B2,23883,31304,1.311,7,1,2,B1 lebih kecil dari B2 dalam gambar yang sama
val,DAMIMAS_A21B_0204_3.jpg,DAMIMAS,B1,B2,7659,10039,1.311,6,2,3,B1 lebih kecil dari B2 dalam gambar yang sama
test,DAMIMAS_A21B_0712_4.jpg,DAMIMAS,B3,B4,16173,21194,1.310,7,5,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0539_1.jpg,DAMIMAS,B2,B3,7114,9323,1.310,7,5,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0446_3.jpg,DAMIMAS,B1,B2,7421,9724,1.310,4,0,2,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0020_1.jpg,DAMIMAS,B3,B4,7511,9842,1.310,4,3,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0137_1.jpg,DAMIMAS,B2,B3,16682,21857,1.310,4,0,2,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0135_2.jpg,DAMIMAS,B1,B3,5219,6836,1.310,5,1,4,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0384_4.jpg,DAMIMAS,B2,B4,11548,15122,1.310,6,2,3,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0429_1.jpg,DAMIMAS,B1,B3,20922,27398,1.309,9,0,3,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0531_1.jpg,DAMIMAS,B3,B4,2829,3705,1.309,8,5,7,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0440_1.jpg,DAMIMAS,B2,B3,6824,8933,1.309,5,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0712_2.jpg,DAMIMAS,B2,B3,55490,72619,1.309,5,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0451_1.jpg,DAMIMAS,B2,B3,5704,7464,1.309,6,0,2,B2 lebih kecil dari B3 dalam gambar yang sama
test,LONSUM_A21A_0094_1.jpg,LONSUM,B3,B4,3514,4598,1.308,2,0,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0462_3.jpg,DAMIMAS,B3,B4,2721,3560,1.308,7,5,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0259_4.jpg,DAMIMAS,B2,B3,10890,14247,1.308,4,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0014_2.jpg,DAMIMAS,B2,B3,10448,13669,1.308,4,0,2,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0475_2.jpg,DAMIMAS,B3,B4,4301,5627,1.308,5,0,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0603_4.jpg,DAMIMAS,B1,B2,28311,37037,1.308,5,0,1,B1 lebih kecil dari B2 dalam gambar yang sama
val,DAMIMAS_A21B_0682_2.jpg,DAMIMAS,B2,B4,14468,18925,1.308,6,3,5,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0242_1.jpg,DAMIMAS,B2,B3,5406,7071,1.308,5,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0512_4.jpg,DAMIMAS,B2,B3,11900,15560,1.308,6,3,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0520_3.jpg,DAMIMAS,B1,B3,14612,19107,1.308,4,3,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0200_1.jpg,DAMIMAS,B1,B3,22635,29593,1.307,3,0,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0675_4.jpg,DAMIMAS,B3,B4,18548,24243,1.307,7,0,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0722_4.jpg,DAMIMAS,B2,B3,41867,54715,1.307,4,1,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0320_4.jpg,DAMIMAS,B2,B4,21129,27609,1.307,6,1,5,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0579_1.jpg,DAMIMAS,B3,B4,5784,7556,1.306,9,5,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0364_4.jpg,DAMIMAS,B2,B3,10712,13985,1.306,7,0,6,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0580_1.jpg,DAMIMAS,B1,B2,25573,33382,1.305,7,1,2,B1 lebih kecil dari B2 dalam gambar yang sama
val,DAMIMAS_A21B_0826_8.jpg,DAMIMAS,B2,B3,14252,18592,1.305,3,2,1,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0570_3.jpg,DAMIMAS,B2,B3,25258,32949,1.305,6,1,0,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0247_4.jpg,DAMIMAS,B2,B3,12491,16294,1.304,5,4,3,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0822_2.jpg,DAMIMAS,B1,B3,10376,13533,1.304,5,0,4,B1 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0280_1.jpg,DAMIMAS,B2,B3,15166,19780,1.304,6,2,3,B2 lebih kecil dari B3 dalam gambar yang sama
test,LONSUM_A21A_0067_3.jpg,LONSUM,B3,B4,1665,2171,1.304,5,3,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0606_3.jpg,DAMIMAS,B3,B4,35682,46519,1.304,4,3,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0395_4.jpg,DAMIMAS,B2,B3,5980,7796,1.304,6,5,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0838_5.jpg,DAMIMAS,B2,B3,14883,19397,1.303,6,5,0,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0272_3.jpg,DAMIMAS,B3,B4,17612,22953,1.303,5,2,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0108_4.jpg,DAMIMAS,B1,B3,11930,15547,1.303,4,0,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0840_2.jpg,DAMIMAS,B2,B3,24859,32392,1.303,5,2,1,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0642_1.jpg,DAMIMAS,B2,B4,25390,33081,1.303,4,3,2,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0751_2.jpg,DAMIMAS,B2,B3,17205,22413,1.303,5,4,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0369_2.jpg,DAMIMAS,B3,B4,4428,5769,1.303,3,1,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0844_8.jpg,DAMIMAS,B2,B3,10363,13498,1.303,7,6,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0464_4.jpg,DAMIMAS,B2,B3,6755,8797,1.302,3,2,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0823_5.jpg,DAMIMAS,B1,B3,15852,20640,1.302,7,0,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0840_5.jpg,DAMIMAS,B1,B2,18723,24376,1.302,7,0,3,B1 lebih kecil dari B2 dalam gambar yang sama
val,DAMIMAS_A21B_0708_4.jpg,DAMIMAS,B3,B4,34928,45472,1.302,6,1,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0019_3.jpg,DAMIMAS,B2,B3,6855,8923,1.302,6,1,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0151_4.jpg,DAMIMAS,B2,B3,6067,7897,1.302,6,0,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0151_4.jpg,DAMIMAS,B2,B3,6067,7897,1.302,6,1,3,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0158_3.jpg,DAMIMAS,B1,B3,5793,7540,1.301,3,0,2,B1 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0044_1.jpg,DAMIMAS,B3,B4,11669,15186,1.301,4,2,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0260_3.jpg,DAMIMAS,B2,B3,19019,24752,1.301,5,2,3,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0254_3.jpg,DAMIMAS,B3,B4,2550,3318,1.301,5,3,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0437_1.jpg,DAMIMAS,B3,B4,1157,1505,1.301,7,4,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0566_1.jpg,DAMIMAS,B2,B3,6134,7981,1.301,7,6,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0584_4.jpg,DAMIMAS,B2,B3,19370,25202,1.301,5,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0381_4.jpg,DAMIMAS,B3,B4,5396,7019,1.301,6,4,3,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0419_2.jpg,DAMIMAS,B2,B3,15067,19599,1.301,6,3,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0606_1.jpg,DAMIMAS,B2,B3,23307,30312,1.301,7,2,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0597_1.jpg,DAMIMAS,B3,B4,22040,28665,1.301,4,2,0,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0830_6.jpg,DAMIMAS,B1,B2,29801,38755,1.300,5,4,1,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0625_1.jpg,DAMIMAS,B2,B3,23750,30886,1.300,5,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0372_4.jpg,DAMIMAS,B2,B4,6765,8797,1.300,6,4,1,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0634_3.jpg,DAMIMAS,B3,B4,10167,13220,1.300,7,5,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,LONSUM_A21A_0050_3.jpg,LONSUM,B2,B3,6318,8214,1.300,5,4,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0823_6.jpg,DAMIMAS,B1,B3,16540,21500,1.300,8,0,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0374_2.jpg,DAMIMAS,B3,B4,3503,4551,1.299,7,6,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0747_1.jpg,DAMIMAS,B3,B4,17839,23178,1.299,8,5,3,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0415_1.jpg,DAMIMAS,B2,B3,12177,15816,1.299,5,4,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0218_4.jpg,DAMIMAS,B2,B4,4980,6467,1.299,5,0,1,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0285_2.jpg,DAMIMAS,B1,B4,7690,9983,1.298,7,0,3,B1 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0259_3.jpg,DAMIMAS,B1,B3,12162,15787,1.298,4,0,3,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0626_4.jpg,DAMIMAS,B3,B4,5484,7118,1.298,5,4,2,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0497_4.jpg,DAMIMAS,B3,B4,6584,8546,1.298,8,7,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0600_4.jpg,DAMIMAS,B1,B3,31142,40412,1.298,8,1,5,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0818_3.jpg,DAMIMAS,B2,B3,18592,24126,1.298,5,0,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0177_3.jpg,DAMIMAS,B2,B3,29085,37740,1.298,5,3,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0838_7.jpg,DAMIMAS,B3,B4,12965,16820,1.297,5,3,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0341_2.jpg,DAMIMAS,B2,B3,4504,5843,1.297,6,4,5,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0284_2.jpg,DAMIMAS,B2,B3,19246,24964,1.297,3,0,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0305_3.jpg,DAMIMAS,B2,B3,3973,5153,1.297,6,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0458_2.jpg,DAMIMAS,B2,B3,6730,8729,1.297,5,4,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0747_4.jpg,DAMIMAS,B3,B4,22294,28916,1.297,8,5,3,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0475_1.jpg,DAMIMAS,B3,B4,4591,5955,1.297,6,5,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0179_1.jpg,DAMIMAS,B1,B2,10514,13632,1.297,5,0,1,B1 lebih kecil dari B2 dalam gambar yang sama
test,DAMIMAS_A21B_0106_4.jpg,DAMIMAS,B3,B4,11253,14591,1.297,4,1,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0052_4.jpg,DAMIMAS,B2,B4,7207,9345,1.297,7,4,3,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0659_1.jpg,DAMIMAS,B3,B4,6585,8538,1.297,6,1,5,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0547_1.jpg,DAMIMAS,B2,B3,6279,8139,1.296,7,6,5,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0440_2.jpg,DAMIMAS,B3,B4,3435,4452,1.296,7,5,6,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0419_4.jpg,DAMIMAS,B2,B3,20478,26542,1.296,5,4,2,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0546_2.jpg,DAMIMAS,B3,B4,4576,5930,1.296,8,1,3,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0012_1.jpg,DAMIMAS,B1,B2,6388,8277,1.296,5,0,1,B1 lebih kecil dari B2 dalam gambar yang sama
test,DAMIMAS_A21B_0046_4.jpg,DAMIMAS,B3,B4,9412,12195,1.296,3,0,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0474_2.jpg,DAMIMAS,B1,B3,9909,12836,1.295,5,0,3,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0418_4.jpg,DAMIMAS,B3,B4,11290,14626,1.295,7,2,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0717_4.jpg,DAMIMAS,B2,B4,12234,15848,1.295,7,6,3,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0358_1.jpg,DAMIMAS,B3,B4,4781,6193,1.295,8,5,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0761_4.jpg,DAMIMAS,B3,B4,13483,17463,1.295,5,1,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0664_3.jpg,DAMIMAS,B3,B4,12391,16045,1.295,8,5,2,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0810_7.jpg,DAMIMAS,B1,B3,20381,26385,1.295,6,4,1,B1 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0250_2.jpg,DAMIMAS,B3,B4,10087,13057,1.294,8,5,6,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0260_2.jpg,DAMIMAS,B2,B3,17752,22972,1.294,5,4,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0853_3.jpg,DAMIMAS,B1,B3,20432,26439,1.294,3,0,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0659_2.jpg,DAMIMAS,B2,B3,10314,13345,1.294,7,0,6,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0598_2.jpg,DAMIMAS,B3,B4,22863,29581,1.294,5,2,3,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0385_2.jpg,DAMIMAS,B2,B3,7802,10094,1.294,7,0,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0316_4.jpg,DAMIMAS,B1,B3,23612,30546,1.294,7,0,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0715_2.jpg,DAMIMAS,B1,B2,56066,72499,1.293,6,5,0,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0715_3.jpg,DAMIMAS,B1,B3,42229,54606,1.293,7,1,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0098_4.jpg,DAMIMAS,B3,B4,1716,2219,1.293,5,3,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0358_2.jpg,DAMIMAS,B3,B4,5775,7467,1.293,8,6,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0431_2.jpg,DAMIMAS,B2,B3,6531,8443,1.293,5,1,3,B2 lebih kecil dari B3 dalam gambar yang sama
